County,Year,Sex,Disease,Cases
San Luis Obispo,2017,Total,Chikungunya Virus Infection,0
San Luis Obispo,2017,Total,Cholera,0
San Luis Obispo,2017,Total,Ciguatera Fish Poisoning,0
San Luis Obispo,2017,Total,Coccidioidomycosis,434
San Luis Obispo,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
San Luis Obispo,2017,Total,Cryptosporidiosis,9
San Luis Obispo,2017,Total,Cyclosporiasis,0
San Luis Obispo,2017,Total,Cysticercosis or Taeniasis,0
San Luis Obispo,2017,Total,Dengue,1
San Luis Obispo,2017,Total,Domoic Acid Poisoning,0
San Luis Obispo,2017,Total,E. coli O157,5
San Luis Obispo,2017,Total,E. coli Other STEC (non-O157),11
San Luis Obispo,2017,Total,Ehrlichiosis,0
San Luis Obispo,2017,Total,Flavivirus Infection of Undetermined Species,0
San Luis Obispo,2017,Total,Giardiasis,9
San Luis Obispo,2017,Total,Hantavirus Infection,0
San Luis Obispo,2017,Total,Hemolytic Uremic Syndrome,0
San Luis Obispo,2017,Total,"Hepatitis E, acute infection",0
San Luis Obispo,2017,Total,Legionellosis,1
San Luis Obispo,2017,Total,Leprosy,0
San Luis Obispo,2017,Total,Leptospirosis,0
San Luis Obispo,2017,Total,Listeriosis,1
San Luis Obispo,2017,Total,Lyme Disease,0
San Luis Obispo,2017,Total,Malaria,0
San Luis Obispo,2017,Total,Paralytic Shellfish Poisoning,0
San Luis Obispo,2017,Total,"Plague, human",0
San Luis Obispo,2017,Total,Psittacosis,0
San Luis Obispo,2017,Total,Q Fever,0
San Luis Obispo,2017,Total,"Rabies, human",0
San Luis Obispo,2017,Total,Relapsing Fever,0
San Luis Obispo,2017,Total,Salmonellosis,28
San Luis Obispo,2017,Total,Scombroid Fish Poisoning,0
San Luis Obispo,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),0
San Luis Obispo,2017,Total,Shigellosis,8
San Luis Obispo,2017,Total,Spotted Fever Rickettsiosis,0
San Luis Obispo,2017,Total,Streptococcal Infection (cases in food and dairy workers),3
San Luis Obispo,2017,Total,Trichinosis,0
San Luis Obispo,2017,Total,Tularemia,0
San Luis Obispo,2017,Total,"Typhoid Fever, case",0
San Luis Obispo,2017,Total,Typhus Fever,0
San Luis Obispo,2017,Total,Vibrio Infection (non-Cholera),4
San Luis Obispo,2017,Total,Yellow Fever,0
San Luis Obispo,2017,Total,Yersiniosis,4
San Luis Obispo,2017,Total,Zika Virus Infection,0
San Mateo,2017,Total,Amebiasis,8
San Mateo,2017,Total,Anaplasmosis,0
San Mateo,2017,Total,Anthrax,0
San Mateo,2017,Total,Babesiosis,0
San Mateo,2017,Total,"Botulism, Foodborne",0
San Mateo,2017,Total,"Botulism, Other",0
San Mateo,2017,Total,"Botulism, Wound",0
San Mateo,2017,Total,Brucellosis,0
San Mateo,2017,Total,Campylobacteriosis,294
San Mateo,2017,Total,Chikungunya Virus Infection,1
San Mateo,2017,Total,Cholera,0
San Mateo,2017,Total,Ciguatera Fish Poisoning,0
San Mateo,2017,Total,Coccidioidomycosis,18
San Mateo,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,3
San Mateo,2017,Total,Cryptosporidiosis,30
San Mateo,2017,Total,Cyclosporiasis,4
San Mateo,2017,Total,Cysticercosis or Taeniasis,0
San Mateo,2017,Total,Dengue,3
San Mateo,2017,Total,Domoic Acid Poisoning,0
San Mateo,2017,Total,E. coli O157,19
San Mateo,2017,Total,E. coli Other STEC (non-O157),21
San Mateo,2017,Total,Ehrlichiosis,0
San Mateo,2017,Total,Flavivirus Infection of Undetermined Species,0
San Mateo,2017,Total,Giardiasis,81
San Mateo,2017,Total,Hantavirus Infection,0
San Mateo,2017,Total,Hemolytic Uremic Syndrome,2
San Mateo,2017,Total,"Hepatitis E, acute infection",2
San Mateo,2017,Total,Legionellosis,8
San Mateo,2017,Total,Leprosy,0
San Mateo,2017,Total,Leptospirosis,0
San Mateo,2017,Total,Listeriosis,9
San Mateo,2017,Total,Lyme Disease,4
San Mateo,2017,Total,Malaria,3
San Mateo,2017,Total,Paralytic Shellfish Poisoning,0
San Mateo,2017,Total,"Plague, human",0
San Mateo,2017,Total,Psittacosis,0
San Mateo,2017,Total,Q Fever,1
San Mateo,2017,Total,"Rabies, human",0
San Mateo,2017,Total,Relapsing Fever,1
San Mateo,2017,Total,Salmonellosis,146
San Mateo,2017,Total,Scombroid Fish Poisoning,0
San Mateo,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),7
San Mateo,2017,Total,Shigellosis,68
San Mateo,2017,Total,Spotted Fever Rickettsiosis,0
San Mateo,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
San Mateo,2017,Total,Trichinosis,0
San Mateo,2017,Total,Tularemia,0
San Mateo,2017,Total,"Typhoid Fever, case",1
San Mateo,2017,Total,Typhus Fever,0
San Mateo,2017,Total,Vibrio Infection (non-Cholera),3
San Mateo,2017,Total,Yellow Fever,0
San Mateo,2017,Total,Yersiniosis,15
San Mateo,2017,Total,Zika Virus Infection,3
Santa Barbara,2017,Total,Amebiasis,3
Santa Barbara,2017,Total,Anaplasmosis,2
Santa Barbara,2017,Total,Anthrax,0
Santa Barbara,2017,Total,Babesiosis,0
Santa Barbara,2017,Total,"Botulism, Foodborne",0
Santa Barbara,2017,Total,"Botulism, Other",0
Santa Barbara,2017,Total,"Botulism, Wound",1
Santa Barbara,2017,Total,Brucellosis,0
Santa Barbara,2017,Total,Campylobacteriosis,108
Santa Barbara,2017,Total,Chikungunya Virus Infection,0
Santa Barbara,2017,Total,Cholera,0
Santa Barbara,2017,Total,Ciguatera Fish Poisoning,0
Santa Barbara,2017,Total,Coccidioidomycosis,116
Santa Barbara,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
Santa Barbara,2017,Total,Cryptosporidiosis,19
Santa Barbara,2017,Total,Cyclosporiasis,3
Santa Barbara,2017,Total,Cysticercosis or Taeniasis,0
Santa Barbara,2017,Total,Dengue,1
Santa Barbara,2017,Total,Domoic Acid Poisoning,0
Santa Barbara,2017,Total,E. coli O157,6
Santa Barbara,2017,Total,E. coli Other STEC (non-O157),10
Santa Barbara,2017,Total,Ehrlichiosis,1
Santa Barbara,2017,Total,Flavivirus Infection of Undetermined Species,0
Santa Barbara,2017,Total,Giardiasis,25
Santa Barbara,2017,Total,Hantavirus Infection,0
Santa Barbara,2017,Total,Hemolytic Uremic Syndrome,0
Santa Barbara,2017,Total,"Hepatitis E, acute infection",1
Santa Barbara,2017,Total,Legionellosis,7
Santa Barbara,2017,Total,Leprosy,0
Santa Barbara,2017,Total,Leptospirosis,1
Santa Barbara,2017,Total,Listeriosis,0
Santa Barbara,2017,Total,Lyme Disease,3
Santa Barbara,2017,Total,Malaria,1
Santa Barbara,2017,Total,Paralytic Shellfish Poisoning,0
Santa Barbara,2017,Total,"Plague, human",0
Santa Barbara,2017,Total,Psittacosis,0
Santa Barbara,2017,Total,Q Fever,1
Santa Barbara,2017,Total,"Rabies, human",0
Santa Barbara,2017,Total,Relapsing Fever,0
Santa Barbara,2017,Total,Salmonellosis,74
Santa Barbara,2017,Total,Scombroid Fish Poisoning,0
Santa Barbara,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),2
Santa Barbara,2017,Total,Shigellosis,17
Santa Barbara,2017,Total,Spotted Fever Rickettsiosis,0
Santa Barbara,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Santa Barbara,2017,Total,Trichinosis,0
Santa Barbara,2017,Total,Tularemia,0
Santa Barbara,2017,Total,"Typhoid Fever, case",0
Santa Barbara,2017,Total,Typhus Fever,0
Santa Barbara,2017,Total,Vibrio Infection (non-Cholera),12
Santa Barbara,2017,Total,Yellow Fever,0
Santa Barbara,2017,Total,Yersiniosis,6
Santa Barbara,2017,Total,Zika Virus Infection,2
Santa Clara,2017,Total,Amebiasis,2
Santa Clara,2017,Total,Anaplasmosis,0
Santa Clara,2017,Total,Anthrax,0
Santa Clara,2017,Total,Babesiosis,1
Santa Clara,2017,Total,"Botulism, Foodborne",0
Santa Clara,2017,Total,"Botulism, Other",0
Santa Clara,2017,Total,"Botulism, Wound",0
Santa Clara,2017,Total,Brucellosis,1
Santa Clara,2017,Total,Campylobacteriosis,569
Santa Clara,2017,Total,Chikungunya Virus Infection,10
Santa Clara,2017,Total,Cholera,0
Santa Clara,2017,Total,Ciguatera Fish Poisoning,0
Santa Clara,2017,Total,Coccidioidomycosis,39
Santa Clara,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,4
Santa Clara,2017,Total,Cryptosporidiosis,38
Santa Clara,2017,Total,Cyclosporiasis,8
Santa Clara,2017,Total,Cysticercosis or Taeniasis,0
Santa Clara,2017,Total,Dengue,24
Santa Clara,2017,Total,Domoic Acid Poisoning,0
Santa Clara,2017,Total,E. coli O157,24
Santa Clara,2017,Total,E. coli Other STEC (non-O157),74
Santa Clara,2017,Total,Ehrlichiosis,0
Santa Clara,2017,Total,Flavivirus Infection of Undetermined Species,0
Santa Clara,2017,Total,Giardiasis,191
Santa Clara,2017,Total,Hantavirus Infection,0
Santa Clara,2017,Total,Hemolytic Uremic Syndrome,4
Santa Clara,2017,Total,"Hepatitis E, acute infection",2
Santa Clara,2017,Total,Legionellosis,10
Santa Clara,2017,Total,Leprosy,1
Santa Clara,2017,Total,Leptospirosis,0
Santa Clara,2017,Total,Listeriosis,11
Santa Clara,2017,Total,Lyme Disease,24
Santa Clara,2017,Total,Malaria,12
Santa Clara,2017,Total,Paralytic Shellfish Poisoning,0
Santa Clara,2017,Total,"Plague, human",0
Santa Clara,2017,Total,Psittacosis,0
Santa Clara,2017,Total,Q Fever,2
Santa Clara,2017,Total,"Rabies, human",0
Santa Clara,2017,Total,Relapsing Fever,1
Santa Clara,2017,Total,Salmonellosis,341
Santa Clara,2017,Total,Scombroid Fish Poisoning,0
Santa Clara,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),11
Santa Clara,2017,Total,Shigellosis,153
Santa Clara,2017,Total,Spotted Fever Rickettsiosis,0
Santa Clara,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Santa Clara,2017,Total,Trichinosis,0
Santa Clara,2017,Total,Tularemia,0
Santa Clara,2017,Total,"Typhoid Fever, case",17
Santa Clara,2017,Total,Typhus Fever,1
Santa Clara,2017,Total,Vibrio Infection (non-Cholera),22
Santa Clara,2017,Total,Yellow Fever,0
Santa Clara,2017,Total,Yersiniosis,21
Santa Clara,2017,Total,Zika Virus Infection,14
Santa Cruz,2017,Total,Amebiasis,5
Santa Cruz,2017,Total,Anaplasmosis,0
Santa Cruz,2017,Total,Anthrax,0
Santa Cruz,2017,Total,Babesiosis,0
Santa Cruz,2017,Total,"Botulism, Foodborne",0
Santa Cruz,2017,Total,"Botulism, Other",0
Santa Cruz,2017,Total,"Botulism, Wound",0
Santa Cruz,2017,Total,Brucellosis,0
Santa Cruz,2017,Total,Campylobacteriosis,87
Santa Cruz,2017,Total,Chikungunya Virus Infection,0
Santa Cruz,2017,Total,Cholera,0
Santa Cruz,2017,Total,Ciguatera Fish Poisoning,0
Santa Cruz,2017,Total,Coccidioidomycosis,8
Santa Cruz,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
Santa Cruz,2017,Total,Cryptosporidiosis,12
Santa Cruz,2017,Total,Cyclosporiasis,0
Santa Cruz,2017,Total,Cysticercosis or Taeniasis,0
Santa Cruz,2017,Total,Dengue,2
Santa Cruz,2017,Total,Domoic Acid Poisoning,0
Santa Cruz,2017,Total,E. coli O157,2
Santa Cruz,2017,Total,E. coli Other STEC (non-O157),3
Santa Cruz,2017,Total,Ehrlichiosis,0
Santa Cruz,2017,Total,Flavivirus Infection of Undetermined Species,0
Santa Cruz,2017,Total,Giardiasis,29
Santa Cruz,2017,Total,Hantavirus Infection,0
Santa Cruz,2017,Total,Hemolytic Uremic Syndrome,0
Santa Cruz,2017,Total,"Hepatitis E, acute infection",1
Santa Cruz,2017,Total,Legionellosis,3
Santa Cruz,2017,Total,Leprosy,0
Santa Cruz,2017,Total,Leptospirosis,0
Santa Cruz,2017,Total,Listeriosis,0
Santa Cruz,2017,Total,Lyme Disease,21
Santa Cruz,2017,Total,Malaria,0
Santa Cruz,2017,Total,Paralytic Shellfish Poisoning,0
Santa Cruz,2017,Total,"Plague, human",0
Santa Cruz,2017,Total,Psittacosis,0
Santa Cruz,2017,Total,Q Fever,0
Santa Cruz,2017,Total,"Rabies, human",0
Santa Cruz,2017,Total,Relapsing Fever,0
Santa Cruz,2017,Total,Salmonellosis,31
Santa Cruz,2017,Total,Scombroid Fish Poisoning,0
Santa Cruz,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),1
Santa Cruz,2017,Total,Shigellosis,12
Santa Cruz,2017,Total,Spotted Fever Rickettsiosis,0
Santa Cruz,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Santa Cruz,2017,Total,Trichinosis,0
Santa Cruz,2017,Total,Tularemia,0
Santa Cruz,2017,Total,"Typhoid Fever, case",0
Santa Cruz,2017,Total,Typhus Fever,0
Santa Cruz,2017,Total,Vibrio Infection (non-Cholera),2
Santa Cruz,2017,Total,Yellow Fever,0
Santa Cruz,2017,Total,Yersiniosis,0
Santa Cruz,2017,Total,Zika Virus Infection,0
Shasta,2017,Total,Amebiasis,0
Shasta,2017,Total,Anaplasmosis,0
Shasta,2017,Total,Anthrax,0
Shasta,2017,Total,Babesiosis,1
Shasta,2017,Total,"Botulism, Foodborne",0
Shasta,2017,Total,"Botulism, Other",0
Shasta,2017,Total,"Botulism, Wound",0
Shasta,2017,Total,Brucellosis,0
Shasta,2017,Total,Campylobacteriosis,29
Shasta,2017,Total,Chikungunya Virus Infection,0
Shasta,2017,Total,Cholera,0
Shasta,2017,Total,Ciguatera Fish Poisoning,0
Shasta,2017,Total,Coccidioidomycosis,0
Shasta,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
Shasta,2017,Total,Cryptosporidiosis,3
Shasta,2017,Total,Cyclosporiasis,0
Shasta,2017,Total,Cysticercosis or Taeniasis,0
Shasta,2017,Total,Dengue,0
Shasta,2017,Total,Domoic Acid Poisoning,0
Shasta,2017,Total,E. coli O157,4
Shasta,2017,Total,E. coli Other STEC (non-O157),0
Shasta,2017,Total,Ehrlichiosis,0
Shasta,2017,Total,Flavivirus Infection of Undetermined Species,0
Shasta,2017,Total,Giardiasis,8
Shasta,2017,Total,Hantavirus Infection,0
Shasta,2017,Total,Hemolytic Uremic Syndrome,4
Shasta,2017,Total,"Hepatitis E, acute infection",0
Shasta,2017,Total,Legionellosis,2
Shasta,2017,Total,Leprosy,0
Shasta,2017,Total,Leptospirosis,0
Shasta,2017,Total,Listeriosis,0
Shasta,2017,Total,Lyme Disease,1
Shasta,2017,Total,Malaria,0
Shasta,2017,Total,Paralytic Shellfish Poisoning,0
Shasta,2017,Total,"Plague, human",0
Shasta,2017,Total,Psittacosis,0
Shasta,2017,Total,Q Fever,0
Shasta,2017,Total,"Rabies, human",0
Shasta,2017,Total,Relapsing Fever,0
Shasta,2017,Total,Salmonellosis,35
Shasta,2017,Total,Scombroid Fish Poisoning,0
Shasta,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),2
Shasta,2017,Total,Shigellosis,0
Shasta,2017,Total,Spotted Fever Rickettsiosis,0
Shasta,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Shasta,2017,Total,Trichinosis,0
Shasta,2017,Total,Tularemia,0
Shasta,2017,Total,"Typhoid Fever, case",0
Shasta,2017,Total,Typhus Fever,0
Shasta,2017,Total,Vibrio Infection (non-Cholera),1
Shasta,2017,Total,Yellow Fever,0
Shasta,2017,Total,Yersiniosis,3
Shasta,2017,Total,Zika Virus Infection,0
Sierra,2017,Total,Amebiasis,0
Sierra,2017,Total,Anaplasmosis,0
Sierra,2017,Total,Anthrax,0
Sierra,2017,Total,Babesiosis,0
Sierra,2017,Total,"Botulism, Foodborne",0
Sierra,2017,Total,"Botulism, Other",0
Sierra,2017,Total,"Botulism, Wound",0
Sierra,2017,Total,Brucellosis,0
Sierra,2017,Total,Campylobacteriosis,0
Sierra,2017,Total,Chikungunya Virus Infection,0
Sierra,2017,Total,Cholera,0
Sierra,2017,Total,Ciguatera Fish Poisoning,0
Sierra,2017,Total,Coccidioidomycosis,0
Sierra,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
Sierra,2017,Total,Cryptosporidiosis,0
Sierra,2017,Total,Cyclosporiasis,0
Sierra,2017,Total,Cysticercosis or Taeniasis,0
Sierra,2017,Total,Dengue,0
Sierra,2017,Total,Domoic Acid Poisoning,0
Sierra,2017,Total,E. coli O157,0
Sierra,2017,Total,E. coli Other STEC (non-O157),0
Sierra,2017,Total,Ehrlichiosis,0
Sierra,2017,Total,Flavivirus Infection of Undetermined Species,0
Sierra,2017,Total,Giardiasis,0
Sierra,2017,Total,Hantavirus Infection,0
Sierra,2017,Total,Hemolytic Uremic Syndrome,0
Sierra,2017,Total,"Hepatitis E, acute infection",0
Sierra,2017,Total,Legionellosis,0
Sierra,2017,Total,Leprosy,0
Sierra,2017,Total,Leptospirosis,0
Sierra,2017,Total,Listeriosis,0
Sierra,2017,Total,Lyme Disease,0
Sierra,2017,Total,Malaria,0
Sierra,2017,Total,Paralytic Shellfish Poisoning,0
Sierra,2017,Total,"Plague, human",0
Sierra,2017,Total,Psittacosis,0
Sierra,2017,Total,Q Fever,0
Sierra,2017,Total,"Rabies, human",0
Sierra,2017,Total,Relapsing Fever,0
Sierra,2017,Total,Salmonellosis,2
Sierra,2017,Total,Scombroid Fish Poisoning,0
Sierra,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),0
Sierra,2017,Total,Shigellosis,0
Sierra,2017,Total,Spotted Fever Rickettsiosis,0
Sierra,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Sierra,2017,Total,Trichinosis,0
Sierra,2017,Total,Tularemia,0
Sierra,2017,Total,"Typhoid Fever, case",0
Sierra,2017,Total,Typhus Fever,0
Sierra,2017,Total,Vibrio Infection (non-Cholera),0
Sierra,2017,Total,Yellow Fever,0
Sierra,2017,Total,Yersiniosis,0
Sierra,2017,Total,Zika Virus Infection,0
Siskiyou,2017,Total,Amebiasis,0
Siskiyou,2017,Total,Anaplasmosis,0
Siskiyou,2017,Total,Anthrax,0
Siskiyou,2017,Total,Babesiosis,0
Siskiyou,2017,Total,"Botulism, Foodborne",0
Siskiyou,2017,Total,"Botulism, Other",0
Siskiyou,2017,Total,"Botulism, Wound",0
Siskiyou,2017,Total,Brucellosis,0
Siskiyou,2017,Total,Campylobacteriosis,5
Siskiyou,2017,Total,Chikungunya Virus Infection,0
Siskiyou,2017,Total,Cholera,0
Siskiyou,2017,Total,Ciguatera Fish Poisoning,0
Siskiyou,2017,Total,Coccidioidomycosis,2
Siskiyou,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
Siskiyou,2017,Total,Cryptosporidiosis,0
Siskiyou,2017,Total,Cyclosporiasis,0
Siskiyou,2017,Total,Cysticercosis or Taeniasis,0
Siskiyou,2017,Total,Dengue,0
Siskiyou,2017,Total,Domoic Acid Poisoning,0
Siskiyou,2017,Total,E. coli O157,2
Siskiyou,2017,Total,E. coli Other STEC (non-O157),0
Siskiyou,2017,Total,Ehrlichiosis,0
Siskiyou,2017,Total,Flavivirus Infection of Undetermined Species,0
Siskiyou,2017,Total,Giardiasis,3
Siskiyou,2017,Total,Hantavirus Infection,0
Siskiyou,2017,Total,Hemolytic Uremic Syndrome,1
Siskiyou,2017,Total,"Hepatitis E, acute infection",0
Siskiyou,2017,Total,Legionellosis,0
Siskiyou,2017,Total,Leprosy,0
Siskiyou,2017,Total,Leptospirosis,0
Siskiyou,2017,Total,Listeriosis,0
Siskiyou,2017,Total,Lyme Disease,1
Siskiyou,2017,Total,Malaria,0
Siskiyou,2017,Total,Paralytic Shellfish Poisoning,0
Siskiyou,2017,Total,"Plague, human",0
Siskiyou,2017,Total,Psittacosis,0
Siskiyou,2017,Total,Q Fever,0
Siskiyou,2017,Total,"Rabies, human",0
Siskiyou,2017,Total,Relapsing Fever,0
Siskiyou,2017,Total,Salmonellosis,3
Siskiyou,2017,Total,Scombroid Fish Poisoning,0
Siskiyou,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),0
Siskiyou,2017,Total,Shigellosis,1
Siskiyou,2017,Total,Spotted Fever Rickettsiosis,0
Siskiyou,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Siskiyou,2017,Total,Trichinosis,0
Siskiyou,2017,Total,Tularemia,0
Siskiyou,2017,Total,"Typhoid Fever, case",0
Siskiyou,2017,Total,Typhus Fever,0
Siskiyou,2017,Total,Vibrio Infection (non-Cholera),0
Siskiyou,2017,Total,Yellow Fever,0
Siskiyou,2017,Total,Yersiniosis,1
Siskiyou,2017,Total,Zika Virus Infection,0
Solano,2017,Total,Amebiasis,4
Solano,2017,Total,Anaplasmosis,0
Solano,2017,Total,Anthrax,0
Solano,2017,Total,Babesiosis,0
Solano,2017,Total,"Botulism, Foodborne",1
Solano,2017,Total,"Botulism, Other",0
Solano,2017,Total,"Botulism, Wound",0
Solano,2017,Total,Brucellosis,0
Solano,2017,Total,Campylobacteriosis,136
Solano,2017,Total,Chikungunya Virus Infection,0
Solano,2017,Total,Cholera,0
Solano,2017,Total,Ciguatera Fish Poisoning,1
Solano,2017,Total,Coccidioidomycosis,18
Solano,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
Solano,2017,Total,Cryptosporidiosis,5
Solano,2017,Total,Cyclosporiasis,0
Solano,2017,Total,Cysticercosis or Taeniasis,0
Solano,2017,Total,Dengue,4
Solano,2017,Total,Domoic Acid Poisoning,0
Solano,2017,Total,E. coli O157,7
Solano,2017,Total,E. coli Other STEC (non-O157),13
Solano,2017,Total,Ehrlichiosis,0
Solano,2017,Total,Flavivirus Infection of Undetermined Species,0
Solano,2017,Total,Giardiasis,40
Solano,2017,Total,Hantavirus Infection,0
Solano,2017,Total,Hemolytic Uremic Syndrome,2
Solano,2017,Total,"Hepatitis E, acute infection",1
Solano,2017,Total,Legionellosis,4
Solano,2017,Total,Leprosy,0
Solano,2017,Total,Leptospirosis,0
Solano,2017,Total,Listeriosis,0
Solano,2017,Total,Lyme Disease,2
Solano,2017,Total,Malaria,0
Solano,2017,Total,Paralytic Shellfish Poisoning,0
Solano,2017,Total,"Plague, human",0
Solano,2017,Total,Psittacosis,0
Solano,2017,Total,Q Fever,1
Solano,2017,Total,"Rabies, human",0
Solano,2017,Total,Relapsing Fever,0
Solano,2017,Total,Salmonellosis,56
Solano,2017,Total,Scombroid Fish Poisoning,0
Solano,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),5
Solano,2017,Total,Shigellosis,31
Solano,2017,Total,Spotted Fever Rickettsiosis,0
Solano,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Solano,2017,Total,Trichinosis,0
Solano,2017,Total,Tularemia,0
Solano,2017,Total,"Typhoid Fever, case",1
Solano,2017,Total,Typhus Fever,0
Solano,2017,Total,Vibrio Infection (non-Cholera),2
Solano,2017,Total,Yellow Fever,0
Solano,2017,Total,Yersiniosis,0
Solano,2017,Total,Zika Virus Infection,2
Sonoma,2017,Total,Amebiasis,9
Sonoma,2017,Total,Anaplasmosis,1
Sonoma,2017,Total,Anthrax,0
Sonoma,2017,Total,Babesiosis,0
Sonoma,2017,Total,"Botulism, Foodborne",0
Sonoma,2017,Total,"Botulism, Other",0
Sonoma,2017,Total,"Botulism, Wound",0
Sonoma,2017,Total,Brucellosis,1
Sonoma,2017,Total,Campylobacteriosis,184
Sonoma,2017,Total,Chikungunya Virus Infection,0
Sonoma,2017,Total,Cholera,0
Sonoma,2017,Total,Ciguatera Fish Poisoning,0
Sonoma,2017,Total,Coccidioidomycosis,3
Sonoma,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,1
Sonoma,2017,Total,Cryptosporidiosis,7
Sonoma,2017,Total,Cyclosporiasis,0
Sonoma,2017,Total,Cysticercosis or Taeniasis,0
Sonoma,2017,Total,Dengue,1
Sonoma,2017,Total,Domoic Acid Poisoning,0
Sonoma,2017,Total,E. coli O157,18
Sonoma,2017,Total,E. coli Other STEC (non-O157),17
Sonoma,2017,Total,Ehrlichiosis,0
Sonoma,2017,Total,Flavivirus Infection of Undetermined Species,0
Sonoma,2017,Total,Giardiasis,43
Sonoma,2017,Total,Hantavirus Infection,0
Sonoma,2017,Total,Hemolytic Uremic Syndrome,0
Sonoma,2017,Total,"Hepatitis E, acute infection",3
Sonoma,2017,Total,Legionellosis,6
Sonoma,2017,Total,Leprosy,0
Sonoma,2017,Total,Leptospirosis,1
Sonoma,2017,Total,Listeriosis,1
Sonoma,2017,Total,Lyme Disease,18
Sonoma,2017,Total,Malaria,3
Sonoma,2017,Total,Paralytic Shellfish Poisoning,0
Sonoma,2017,Total,"Plague, human",0
Sonoma,2017,Total,Psittacosis,0
Sonoma,2017,Total,Q Fever,0
Sonoma,2017,Total,"Rabies, human",0
Sonoma,2017,Total,Relapsing Fever,1
Sonoma,2017,Total,Salmonellosis,80
Sonoma,2017,Total,Scombroid Fish Poisoning,0
Sonoma,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),4
Sonoma,2017,Total,Shigellosis,35
Sonoma,2017,Total,Spotted Fever Rickettsiosis,0
Sonoma,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Sonoma,2017,Total,Trichinosis,0
Sonoma,2017,Total,Tularemia,0
Sonoma,2017,Total,"Typhoid Fever, case",1
Sonoma,2017,Total,Typhus Fever,0
Sonoma,2017,Total,Vibrio Infection (non-Cholera),4
Sonoma,2017,Total,Yellow Fever,0
Sonoma,2017,Total,Yersiniosis,0
Sonoma,2017,Total,Zika Virus Infection,7
Stanislaus,2017,Total,Amebiasis,13
Stanislaus,2017,Total,Anaplasmosis,0
Stanislaus,2017,Total,Anthrax,0
Stanislaus,2017,Total,Babesiosis,0
Stanislaus,2017,Total,"Botulism, Foodborne",0
Stanislaus,2017,Total,"Botulism, Other",0
Stanislaus,2017,Total,"Botulism, Wound",0
Stanislaus,2017,Total,Brucellosis,0
Stanislaus,2017,Total,Campylobacteriosis,229
Stanislaus,2017,Total,Chikungunya Virus Infection,0
Stanislaus,2017,Total,Cholera,0
Stanislaus,2017,Total,Ciguatera Fish Poisoning,0
Stanislaus,2017,Total,Coccidioidomycosis,122
Stanislaus,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,1
Stanislaus,2017,Total,Cryptosporidiosis,4
Stanislaus,2017,Total,Cyclosporiasis,0
Stanislaus,2017,Total,Cysticercosis or Taeniasis,0
Stanislaus,2017,Total,Dengue,2
Stanislaus,2017,Total,Domoic Acid Poisoning,0
Stanislaus,2017,Total,E. coli O157,6
Stanislaus,2017,Total,E. coli Other STEC (non-O157),12
Stanislaus,2017,Total,Ehrlichiosis,0
Stanislaus,2017,Total,Flavivirus Infection of Undetermined Species,0
Stanislaus,2017,Total,Giardiasis,77
Stanislaus,2017,Total,Hantavirus Infection,0
Stanislaus,2017,Total,Hemolytic Uremic Syndrome,1
Stanislaus,2017,Total,"Hepatitis E, acute infection",3
Stanislaus,2017,Total,Legionellosis,9
Stanislaus,2017,Total,Leprosy,0
Stanislaus,2017,Total,Leptospirosis,0
Stanislaus,2017,Total,Listeriosis,0
Stanislaus,2017,Total,Lyme Disease,3
Stanislaus,2017,Total,Malaria,2
